fid,flooded_sum,cfevi_norm
1111,2,0.00778172184725889
1112,3,0
1113,23,0.394562543232365
1114,68,0.552502251155381
1115,52,0.381304370515686
1116,9,0
1117,2,0
1118,1,0
1119,42,0.326832317584873
1120,11,0.0622537747780711
1121,15,0.0778172184725889
1122,26,0.194543046181472
1123,1,0
1124,19,0.124507549556142
1125,49,0.342395761279391
1126,17,0.0855989403198478
1127,6,0.0778172184725889
1128,5,0
1129,13,0
1130,23,0.108944105861624
1131,53,0.459121588988275
1132,7,0.0233451655417767
1133,11,0.086968053037203
1134,15,0.0622537747780711
1135,19,0.108944105861624
1136,28,0.194543046181472
1137,3,0
1138,12,0.0544720529308122
1139,25,0.163416158792437
1140,26,0.14007099325066
1141,31,0.101162384014366
1142,35,0.194543046181472
1143,14,0.0622537747780711
1144,9,0.0466903310835534
1145,18,0.0155634436945178
1146,38,0.256796820959543
1147,13,0.101162384014366
1148,8,0
1149,2,0
1150,17,0.0855989403198478
1151,3,0
1152,53,0.396867814210204
1153,26,0.153689006483363
1154,26,0.171197880639696
1155,26,0.147852715097919
1156,3,0
1157,6,0.00778172184725889
1158,11,0
1159,8,0
1160,15,0.0622537747780711
1161,21,0.0855989403198478
1162,25,0.132289271403401
1163,56,0.451339867141016
1164,18,0.0233451655417767
1165,60,0.49024847637731
1166,32,0.202324768028731
1167,23,0.0778172184725889
1168,25,0.108944105861624
1169,7,0
1170,11,0
1171,10,0
1172,13,0.00778172184725889
1173,1,0
1174,29,0.194543046181472
1175,6,0.0233451655417767
1176,47,0.396867814210204
1177,22,0.163416158792437
1178,1,0
1179,23,0.108944105861624
1180,1,0
1181,1,0
1182,17,0
1183,60,0.451339867141016
1184,13,0.0622537747780711
1185,5,0.0311268873890356
1186,4,0
1187,2,0
1188,3,0
1189,3,0
1190,10,0.0544720529308122
1191,8,0.0389086092362945
1192,6,0.0233451655417767
1193,6,0.0155634436945178
1194,10,0
1195,20,0.132289271403401
1196,38,0.249015099112285
1197,12,0.07003549662533
1198,32,0.171197880639696
1199,9,0.0233451655417767
1200,3,0
1201,23,0.122562119094328
1202,4,0.00778172184725889
1203,2,0
1204,16,0.07003549662533
1205,52,0.427994701599239
1206,11,0.0466903310835534
1207,40,0.295705430195838
1208,9,0.0466903310835534
1209,2,0
1210,8,0.0466903310835534
1211,24,0.155634436945178
1212,2,0
1213,2,0
1214,1,0
1215,11,0
1216,37,0.28014198650132
1217,30,0.163416158792437
1218,9,0.0233451655417767
1219,8,0.0155634436945178
1220,15,0.0194543046181472
1221,1,0
1222,7,0
1223,50,0.396867814210204
1224,26,0.186761324334213
1225,5,0.00778172184725889
1226,8,0
1227,47,0.295705430195838
1228,10,0.0622537747780711
1229,58,0.435776423446498
1230,28,0.21010648987599
1231,19,0.168099814688962
1232,58,0.466903310835533
1233,59,0.427994701599239
1234,2,0
1235,8,0.0466903310835534
1236,50,0.412431257904721
1237,2,0
1238,16,0.0155634436945178
1239,3,0.0778172184725889
1240,11,0
1241,6,0
1242,10,0.00778172184725889
1243,5,0
1244,19,0
1245,2,0
1246,18,0.0855989403198478
1247,4,0
1248,5,0.0155634436945178
1249,8,0
1250,22,0.0379358940053871
1251,27,0.21010648987599
1252,72,0.677009800711524
1253,34,0.225669933570508
1254,35,0.225669933570508
1255,2,0
1256,15,0.101162384014366
1257,6,0.0155634436945178
1258,57,0.42021297975198
1259,42,0.365740926821168
1260,11,0
1261,1,0
1262,9,0.00778172184725889
1263,5,0.0155634436945178
1264,22,0.0466903310835534
1265,13,0.00778172184725889
1266,10,0
1267,10,0
1268,3,0
1269,8,0
1270,2,0.00778172184725889
1271,4,0.00778172184725889
1272,2,0
1273,1,0
1274,21,0.147852715097919
1275,26,0.186761324334213
1276,16,0.0311268873890356
1277,20,0.14007099325066
1278,37,0.272360264654061
1279,7,0.0389086092362945
1280,48,0.357959204973909
1281,8,0
1282,1,0
1283,55,0.412431257904721
1284,31,0.171197880639696
1285,5,0.0155634436945178
1286,25,0.178979602486955
1287,46,0.412431257904721
1288,16,0.0466903310835534
1289,8,0
1290,15,0.0223724503108693
1291,28,0.147852715097919
1292,16,0.116725827708883
1293,27,0.155634436945178
1294,2,0
1295,1,0
1296,4,0.0155634436945178
1297,3,0.00778172184725889
1298,4,0.0155634436945178
1299,1,0
1300,2,0
1301,19,0.0155634436945178
1302,2,0
1303,8,0
1304,1,0
1305,11,0.0544720529308122
1306,13,0.07003549662533
1307,26,0.101162384014366
1308,26,0.256796820959543
1309,10,0.0855989403198478
1310,34,0.249015099112285
1311,32,0.241233377265026
1312,1,0
1313,1,0
1314,4,0
1315,9,0
1316,1,0
1317,61,0.473712317451885
1318,72,0.614756025933452
1319,29,0.194543046181472
1320,60,0.466903310835533
1321,84,0.677009800711524
1322,8,0.0622537747780711
1323,27,0.171197880639696
1324,62,0.49024847637731
1325,3,0
1326,8,0
1327,13,0.0622537747780711
1328,28,0.147852715097919
1329,5,0
1330,19,0.101162384014366
1331,26,0.124507549556142
1332,6,0
1333,3,0
1334,15,0.186761324334213
1335,6,0.14007099325066
1336,6,0
1337,7,0.00778172184725889
1338,5,0
1339,2,0
1340,20,0.117698542939791
1341,30,0.194543046181472
1342,23,0.155634436945178
1343,66,0.521375363766346
1344,47,0.35017748312665
1345,82,0.622537747780711
1346,25,0.186761324334213
1347,2,0
1348,3,0.00778172184725889
1349,16,0.0933806621671067
1350,32,0.21010648987599
1351,4,0
1352,19,0.099024847637731
1353,4,0
1354,22,0.155634436945178
1355,1,0
1356,13,0.0311268873890356
1357,1,0
1358,4,0.0155634436945178
1359,5,0.057978702024802
1360,2,0.0155634436945178
1361,3,0.0155634436945178
1362,5,0.057978702024802
1363,5,0
1364,4,0
1365,11,0.07003549662533
1366,3,0.00680900661635153
1367,3,0.00778172184725889
1368,21,0.101162384014366
1369,14,0.0466903310835534
1370,6,0.0155634436945178
1371,13,0
1372,9,0
1373,14,0.0778172184725889
1374,21,0.108944105861624
1375,8,0
1376,1,0
1377,10,0
1378,1,0
1379,15,0.0311268873890356
1380,37,0.256796820959543
1381,23,0.147852715097919
1382,3,0.0155634436945178
1383,5,0.00778172184725889
1384,1,0.00778172184725889
1385,35,0.272360264654061
1386,7,0
1387,20,0.101162384014366
1388,12,0.00778172184725889
1389,13,0.154866013285898
1390,61,0.56028397300264
1391,74,0.738495151830315
1392,66,0.521375363766346
1393,43,0.334614039432132
1394,20,0.0544720529308122
1395,14,0
1396,19,0.07003549662533
1397,1,0
1398,4,0
1399,14,0.0233451655417767
1400,29,0.205242913721453
1401,14,0.00680900661635153
1402,1,0
1403,41,0.303487152043097
1404,13,0.0855989403198478
1405,5,0
1406,2,0
1407,2,0
1408,17,0.0622537747780711
1409,9,0.00778172184725889
1410,1,0
1411,13,0.0544720529308122
1412,13,0.0622537747780711
1413,9,0.0544720529308122
1414,12,0.0389086092362945
1415,71,0.599192582238935
1416,36,0.264578542806802
1417,56,0.474685032682792
1418,16,0.0389086092362945
1419,26,0.186761324334213
1420,41,0.319050595737615
1421,2,0
1422,10,0
1423,14,0.197089165701363
1424,5,0
1425,1,0
1426,21,0.132289271403401
1427,68,0.568065694849899
1428,80,0.669228078864265
1429,78,0.669228078864265
1430,41,0.303487152043097
1431,3,0
1432,5,0
1433,8,0
1434,4,0
1435,6,0
1436,2,0
1437,23,0.155634436945178
1438,34,0.241233377265026
1439,86,0.669228078864265
1440,40,0.319050595737615
1441,29,0.163416158792437
1442,41,0.272360264654061
1443,2,0
1444,50,0.381304370515686
1445,59,0.459121588988275
1446,43,0.319050595737615
1447,23,0.155634436945178
1448,50,0.42021297975198
1449,44,0.326832317584873
1450,38,0.264578542806802
1451,49,0.389086092362945
1452,16,0.0466903310835534
1453,10,0.0544720529308122
1454,6,0.0233451655417767
1455,1,0.00778172184725889
1456,9,0.0280166357814936
1457,10,0
1458,5,0
1459,14,0
1460,3,0
1461,12,0.0233451655417767
1462,32,0.241233377265026
1463,16,0.0778172184725889
1464,31,0.233451655417767
1465,25,0.178979602486955
1466,5,0.0933806621671067
1467,15,0.202324768028731
1468,47,0.435776423446498
1469,18,0.163416158792437
1470,8,0
1471,15,0.108944105861624
1472,70,0.544720529308122
1473,60,0.482466754530051
1474,76,0.606974304086194
1475,27,0.171197880639696
1476,12,0
1477,8,0.0311268873890356
1478,1,0
1479,9,0.0155634436945178
1480,11,0
1481,7,0
1482,8,0
1483,8,0.0311268873890356
1484,48,0.334614039432132
1485,50,0.396867814210204
1486,1,0
1487,29,0.155634436945178
1488,4,0
1489,2,0
1490,5,0
1491,13,0.0466903310835534
1492,6,0
1493,7,0.0466903310835534
1494,50,0.521375363766346
1495,32,0.241233377265026
1496,3,0.0233451655417767
1497,1,0
1498,19,0.0855989403198478
1499,10,0.0544720529308122
1500,26,0.186761324334213
1501,1,0
1502,6,0.0311268873890356
1503,28,0.108944105861624
1504,1,0
1505,3,0.0233451655417767
1506,3,0
1507,20,0.0544720529308122
1508,12,0.0389086092362945
1509,8,0
1510,7,0.00778172184725889
1511,6,0.0233451655417767
1512,12,0
1513,4,0
1514,9,0.0155634436945178
1515,10,0
1516,17,0.18015660928949
1517,4,0
1518,8,0
1519,1,0
1520,12,0.112066543125974
1521,14,0.0855989403198478
1522,60,0.498030198224569
1523,27,0.202324768028731
1524,2,0
1525,19,0.07003549662533
1526,6,0.0233451655417767
1527,6,0.0233451655417767
1528,26,0.233451655417767
1529,11,0.0778172184725889
1530,11,0
1531,6,0
1532,34,0.153689006483363
1533,9,0.0389086092362945
1534,10,0
1535,37,0.233451655417767
1536,4,0
1537,6,0
1538,7,0.0204270198490546
1539,15,0.0552526622468998
1540,9,0
1541,13,0.080735364165311
1542,18,0.108944105861624
1543,4,0.0155634436945178
1544,23,0.124507549556142
1545,14,0
1546,13,0
1547,7,0
1548,41,0.287923708348579
1549,42,0.272360264654061
1550,56,0.443558145293757
1551,47,0.357959204973909
1552,11,0
1553,1,0
1554,20,0.0622537747780711
1555,12,0.0855989403198478
1556,24,0.217888211723249
1557,9,0
1558,15,0
1559,6,0
1560,4,0
1561,2,0
1562,6,0
1563,3,0
1564,73,1
1565,76,0.606974304086194
1566,30,0.202324768028731
1567,1,0
1568,9,0
1569,22,0.0155634436945178
1570,7,0
1571,19,0.0778172184725889
1572,1,0
1573,1,0
1574,8,0
1575,8,0
1576,9,0.0778172184725889
1577,10,0
1578,1,0
1579,6,0
1580,6,0
1581,1,0
1582,9,0
1583,1,0
1584,1,0
1585,9,0
1586,9,0
1587,6,0
1588,1,0
1589,1,0
1590,9,0
1591,8,0
1592,1,0
1593,9,0
1594,2,0
1595,20,0.0933806621671067
1596,11,0.07003549662533
1597,5,0
1598,7,0
1599,4,0
1600,31,0.163416158792437
1601,3,0
1602,7,0
1603,1,0
1604,10,0
1605,1,0
1606,1,0
1607,8,0
1608,10,0.0622537747780711
1609,57,0.451339867141016
1610,2,0
1611,1,0
1612,8,0
1613,10,0
1614,5,0
1615,21,0
1616,5,0
1617,2,0
1618,8,0
1619,3,0
1620,10,0.0233451655417767
1621,4,0
1622,4,0.00778172184725889
1623,12,0.0622537747780711
1624,11,0.0466903310835534
1625,2,0
1626,6,0
1627,11,0.0155634436945178
1628,1,0
1629,4,0
1630,3,0
1631,15,0
1632,1,0
1633,5,0
1634,8,0.0233451655417767
1635,2,0
1636,42,0.326832317584873
1637,8,0.0311268873890356
1638,7,0
1639,1,0
1640,4,0
1641,7,0
1642,2,0
1643,21,0.265767735266146
1644,15,0.0272360264654061
1645,12,0
1646,19,0.0389086092362945
1647,6,0
1648,3,0
1649,6,0
1650,14,0.0233451655417767
1651,17,0.0836535098580331
1652,24,0.0505811920071828
1653,3,0
1654,3,0
1655,8,0
1656,3,0
1657,14,0.0778172184725889
1658,2,0
1659,15,0.0778172184725889
1660,1,0
1661,9,0
1662,8,0
1663,11,0
1664,1,0
1665,8,0
1666,8,0
1667,3,0.0155634436945178
1668,24,0.110889536323439
1669,5,0
1670,3,0.124507549556142
1671,3,0.0933806621671067
1672,16,0.0865716555507552
1673,15,0.108944105861624
1674,24,0.14007099325066
1675,43,0.342395761279391
1676,3,0
1677,2,0
1678,2,0
1679,17,0.132493562975029
1680,13,0.188526834538016
1681,1,0
1682,10,0
1683,4,0
1684,12,0.155634436945178
1685,49,0.451339867141016
1686,21,0.205242913721453
1687,2,0.0680900661635153
1688,8,0.0311268873890356
1689,34,0.217888211723249
1690,2,0
1691,14,0
1692,6,0
1693,15,0.07003549662533
1694,23,0.101162384014366
1695,44,0.365740926821168
1696,20,0.108944105861624
1697,5,0
1698,2,0
1699,6,0
1700,45,0.342395761279391
1701,39,0.295705430195838
1702,21,0.0466903310835534
1703,18,0.152716291252456
1704,9,0.00680900661635153
1705,3,0
1706,36,0.178979602486955
1707,7,0
1708,5,0
1709,12,0.07003549662533
1710,2,0
1711,24,0.194543046181472
1712,6,0
1713,7,0.0155634436945178
1714,19,0.116725827708883
1715,18,0
1716,11,0
1717,8,0
1718,17,0.0389086092362945
1719,2,0
1720,2,0
1721,6,0
1722,13,0
1723,3,0
1724,1,0
1725,6,0
1726,3,0
1727,26,0.155634436945178
1728,44,0.311268873890356
1729,54,0.528184370382697
1730,8,0.104080529707088
1731,11,0.00778172184725889
1732,9,0
1733,14,0.0233451655417767
1734,18,0.0778172184725889
1735,26,0.108944105861624
1736,7,0
1737,11,0.0311268873890356
1738,11,0.0155634436945178
1739,12,0.0155634436945178
1740,11,0.0622537747780711
1741,18,0.0778172184725889
1742,6,0
1743,2,0
1744,76,0.638101191475229
1745,75,0.638101191475229
1746,22,0.176061456794232
1747,9,0.0311268873890356
1748,1,0
1749,4,0.00778172184725889
1750,10,0
1751,12,0
1752,41,0.319050595737615
1753,13,0
1754,59,0.451339867141016
1755,13,0.07003549662533
1756,8,0
1757,12,0
1758,45,0.326832317584873
1759,27,0.202324768028731
1760,7,0.0155634436945178
1761,12,0.0855989403198478
1762,85,0.645882913322488
1763,28,0.116725827708883
1764,28,0.108944105861624
1765,2,0
1766,6,0
1767,8,0
1768,8,0
1769,13,0.0466903310835534
1770,14,0.0622537747780711
1771,19,0.116725827708883
1772,13,0.0544720529308122
1773,8,0
1774,8,0
1775,14,0.0311268873890356
1776,17,0.0544720529308122
1777,73,0.575847416697158
1778,55,0.459121588988275
1779,30,0.225669933570508
1780,16,0.0933806621671067
1781,6,0
1782,1,0
1783,7,0
1784,18,0.116725827708883
1785,13,0
1786,11,0.0622537747780711
1787,8,0.0233451655417767
1788,6,0
1789,3,0
1790,14,0
1791,33,0.256796820959543
1792,71,0.653664635169747
1793,33,0.28014198650132
1794,13,0.0622537747780711
1795,7,0.0233451655417767
1796,8,0.07003549662533
1797,24,0.0145907284636104
1798,7,0
1799,16,0.101162384014366
1800,17,0.132289271403401
1801,45,0.365740926821168
1802,20,0.14007099325066
1803,8,0.0389086092362945
1804,38,0.311268873890356
1805,50,0.482466754530051
1806,17,0.0544720529308122
1807,6,0
1808,11,0.0622537747780711
1809,2,0.0155634436945178
1810,11,0
1811,30,0.194543046181472
1812,71,0.56028397300264
1813,13,0.00778172184725889
1814,8,0
1815,4,0
1816,6,0.0155634436945178
1817,17,0.0933806621671067
1818,28,0.202324768028731
1819,44,0.389086092362945
1820,41,0.319050595737615
1821,6,0.00778172184725889
1822,11,0.0544720529308122
1823,65,0.599192582238935
1824,60,0.498030198224569
1825,21,0.357983576287525
1826,7,0
1827,1,0
1828,29,0.217888211723249
1829,24,0.178979602486955
1830,1,0
1831,8,0
1832,10,0
1833,10,0
1834,1,0
1835,9,0
1836,23,0.147852715097919
1837,19,0.116725827708883
1838,11,0.0155634436945178
1839,6,0.0155634436945178
1840,21,0.155634436945178
1841,13,0.0778172184725889
1842,18,0.0778172184725889
1843,68,0.568065694849899
1844,65,0.550556820693567
1845,6,0
1846,1,0
1847,2,0.0311268873890356
1848,3,0
1849,12,0.0272360264654061
1850,11,0
1851,1,0
1852,22,0.163416158792437
1853,72,0.583629138544417
1854,52,0.412431257904721
1855,6,0
1856,18,0.0155634436945178
1857,10,0
1858,19,0.124507549556142
1859,67,0.638101191475229
1860,13,0.07003549662533
1861,8,0
1862,15,0.0466903310835534
1863,35,0.264578542806802
1864,1,0.010699867539981
1865,5,0
1866,2,0
1867,17,0.0696512847956903
1868,1,0
1869,5,0
1870,8,0
1871,1,0
1872,10,0.0155634436945178
1873,28,0.108944105861624
1874,1,0
1875,22,0.0544720529308122
1876,12,0.07003549662533
1877,22,0.132289271403401
1878,15,0.0311268873890356
1879,36,0.233451655417767
1880,39,0.249015099112285
1881,1,0
1882,1,0
1883,2,0
1884,4,0
1885,1,0
1886,3,0
1887,28,0.108944105861624
1888,16,0.0466903310835534
1889,8,0.0233451655417767
1890,2,0
1891,33,0.21010648987599
1892,39,0.303487152043097
1893,37,0.295705430195838
1894,9,0
1895,18,0.101162384014366
1896,10,0.0389086092362945
1897,9,0.0233451655417767
1898,32,0.241233377265026
1899,12,0.0778172184725889
1900,6,0.0840499073444809
1901,12,0
1902,10,0
1903,2,0.153701192140171
1904,1,0.00291814569272208
1905,4,0
1906,9,0
1907,9,0
1908,6,0
1909,3,0.00778172184725889
1910,9,0
1911,2,0.00778172184725889
1912,8,0.00778172184725889
1913,19,0.0466903310835534
1914,42,0.373522648668427
1915,2,0.147852715097919
1916,22,0.202324768028731
1917,9,0.0933806621671067
1918,7,0.00778172184725889
1919,9,0
1920,2,0.132289271403401
1921,1,0
1922,10,0.159729589440435
1923,3,0
1924,14,0
1925,5,0
1926,8,0
1927,9,0
1928,47,0.334614039432132
1929,63,0.498030198224569
1930,29,0.194543046181472
1931,16,0.108944105861624
1932,8,0.0311268873890356
1933,13,0.0622537747780711
1934,4,0
1935,3,0
1936,18,0
1937,8,0.116725827708883
1938,27,0.194543046181472
1939,1,0.00778172184725889
1940,6,0.00778172184725889
1941,7,0.124507549556142
1942,9,0.124507549556142
1943,23,0.0933806621671067
1944,1,0.00778172184725889
1945,4,0.108944105861624
1946,4,0.124507549556142
1947,10,0.1105053244938
1948,1,0.00680900661635153
1949,2,0
1950,27,0.129371125710679
1951,1,0
1952,6,0.0280166357814936
1953,7,0.0136180132327031
1954,12,0.0976679205771839
1955,9,0
1956,18,0.236970490168565
1957,11,0
1958,31,0.258178119333707
1959,3,0
1960,7,0
1961,10,0.0544720529308122
1962,66,0.536938807460864
1963,86,0.669228078864265
1964,39,0.326832317584873
1965,55,0.42021297975198
1966,56,0.435776423446498
1967,10,0
1968,7,0
1969,5,0
1970,17,0.0671173509326079
1971,2,0
1972,11,0.0155634436945178
1973,31,0.217888211723249
1974,32,0.21010648987599
1975,18,0.0389086092362945
1976,13,0.0855989403198478
1977,22,0.147852715097919
1978,23,0.124507549556142
1979,9,0.0311268873890356
1980,38,0.287923708348579
1981,57,0.482466754530051
1982,19,0.256028397300264
1983,3,0.07003549662533
1984,1,0
1985,8,0
1986,15,0
1987,14,0.125684556358678
1988,11,0
1989,3,0
1990,10,0
1991,5,0.0348256423978452
1992,8,0.0560332715629872
1993,5,0.0560332715629872
1994,2,0
1995,14,0.0233451655417767
1996,10,0
1997,8,0.0466903310835534
1998,87,0.684791522558783
1999,80,0.684791522558783
2000,65,0.568065694849899
2001,22,0.14007099325066
2002,11,0.07003549662533
2003,7,0
2004,1,0
2005,6,0.0155634436945178
2006,6,0
2007,34,0.217888211723249
2008,6,0.0155634436945178
2009,4,0.0155634436945178
2010,11,0.0389086092362945
2011,5,0.00778172184725889
2012,52,0.396867814210204
2013,81,0.669228078864265
2014,69,0.63031946962797
2015,69,0.599192582238935
2016,71,0.544720529308122
2017,42,0.367110039538523
2018,26,0.208161059414175
2019,6,0
2020,7,0
2021,5,0.0840499073444809
2022,8,0
2023,6,0
2024,5,0
2025,4,0
2026,4,0
2027,12,0
2028,28,0.369464053143594
2029,9,0
2030,8,0
2031,9,0
2032,10,0
2033,10,0.0947497748844619
2034,18,0
2035,11,0
2036,20,0.108944105861624
2037,14,0
2038,13,0
2039,7,0
2040,8,0
2041,21,0.0778172184725889
2042,21,0.0778172184725889
2043,49,0.396867814210204
2044,23,0.147852715097919
2045,26,0.194543046181472
2046,44,0.342395761279391
2047,44,0.373522648668427
2048,20,0.132289271403401
2049,1,0
2050,4,0.0155634436945178
2051,18,0.108944105861624
2052,11,0
2053,25,0.202324768028731
2054,28,0.194543046181472
2055,23,0.116725827708883
2056,46,0.35017748312665
